type,x,y,cluster
point,754,524,2
point,783,149,0
point,245,908,7
point,348,586,16
point,268,768,20
point,567,315,42
point,693,194,17
point,644,97,17
point,432,617,31
point,406,778,27
point,503,444,44
point,534,242,34
point,759,665,29
point,71,388,24
point,24,374,24
point,165,639,46
point,680,473,4
point,693,787,36
point,223,193,13
point,956,966,12
point,610,414,42
point,836,174,0
point,411,910,41
point,891,433,26
point,841,672,19
point,671,318,42
point,689,587,4
point,46,948,37
point,882,259,22
point,216,293,28
point,269,854,3
point,107,534,45
point,699,884,10
point,62,488,45
point,796,688,19
point,752,141,6
point,378,817,3
point,947,922,12
point,397,579,31
point,875,958,12
point,933,730,35
point,984,375,9
point,924,872,35
point,582,561,8
point,608,128,17
point,218,792,20
point,814,441,39
point,369,331,14
point,400,750,27
point,722,406,39
point,111,109,47
point,108,82,47
point,161,647,46
point,646,406,42
point,968,722,35
point,41,818,32
point,875,852,35
point,128,587,48
point,569,772,36
point,906,519,26
point,723,89,6
point,637,828,36
point,174,188,13
point,539,439,44
point,735,86,6
point,870,359,9
point,88,269,1
point,381,289,14
point,538,210,34
point,196,271,28
point,614,6,38
point,269,403,11
point,291,293,28
point,456,958,41
point,122,263,5
point,88,909,37
point,377,27,49
point,332,669,16
point,158,424,45
point,678,835,36
point,767,899,23
point,994,330,9
point,415,936,41
point,796,959,10
point,43,917,37
point,661,857,36
point,853,774,19
point,566,901,15
point,540,508,44
point,141,857,32
point,726,935,10
point,465,835,27
point,934,597,40
point,359,495,25
point,272,507,11
point,562,508,44
point,686,682,29
point,46,522,48
point,196,180,13
point,775,704,19
point,500,328,30
point,521,316,30
point,378,318,14
point,643,693,29
point,900,497,26
point,787,224,0
point,900,960,12
point,697,670,29
point,995,234,22
point,908,975,12
point,352,940,41
point,886,383,9
point,61,779,32
point,634,904,10
point,269,846,3
point,8,58,47
point,338,334,14
point,368,509,25
point,98,896,37
point,421,744,27
point,787,455,39
point,16,391,24
point,767,955,10
point,625,913,10
point,683,68,6
point,39,257,1
point,692,637,29
point,410,879,41
point,528,785,27
point,814,412,39
point,218,256,28
point,68,693,43
point,1,897,37
point,161,82,21
point,298,19,21
point,274,400,11
point,331,463,25
point,598,215,17
point,115,751,43
point,922,14,33
point,221,464,11
point,290,235,28
point,261,659,46
point,685,151,17
point,900,781,35
point,978,630,40
point,345,462,25
point,698,901,10
point,371,107,49
point,981,382,9
point,708,551,4
point,386,515,25
point,456,503,44
point,182,643,46
point,26,694,43
point,122,226,13
point,502,566,31
point,605,509,44
point,803,745,19
point,183,804,20
point,790,449,39
point,404,869,41
point,691,421,4
point,534,216,34
point,28,248,1
point,944,84,33
point,978,24,33
point,365,198,18
point,542,289,42
point,808,679,19
point,945,812,35
point,211,293,28
point,271,333,28
point,549,873,15
point,306,645,16
point,150,901,7
point,692,480,4
point,589,316,42
point,916,668,40
point,388,692,16
point,429,639,31
point,567,168,17
point,333,764,3
point,46,615,48
point,956,737,35
point,688,77,6
point,689,556,4
point,120,97,47
point,782,714,19
point,293,639,16
point,769,209,0
point,505,932,15
point,629,240,17
point,932,70,33
point,798,796,23
point,960,492,26
point,297,908,7
point,750,155,6
point,502,7,38
point,727,286,0
point,299,89,21
point,500,503,44
point,964,951,12
point,392,505,25
point,517,796,27
point,10,531,48
point,744,315,39
point,564,924,15
point,381,635,16
point,108,422,45
point,637,653,8
point,340,468,25
point,900,225,22
point,184,223,13
point,641,807,36
point,855,384,39
point,774,153,0
point,869,936,12
point,718,338,39
point,186,632,46
point,970,555,26
point,426,787,27
point,683,701,29
point,774,179,0
point,359,849,3
point,886,241,22
point,848,560,2
point,293,663,16
point,747,242,0
point,894,473,26
point,423,764,27
point,754,297,0
point,872,570,2
point,212,300,28
point,467,435,30
point,500,670,31
point,213,173,13
point,505,874,15
point,815,920,23
point,773,816,23
point,354,759,3
point,879,696,19
point,223,342,28
point,244,0,21
point,109,751,43
point,983,715,40
point,325,470,25
point,923,536,26
point,823,824,23
point,982,167,22
point,689,704,29
point,15,503,45
point,499,812,27
point,356,599,16
point,336,226,18
point,821,439,39
point,506,570,31
point,88,830,32
point,518,388,30
point,476,864,15
point,287,750,3
point,429,323,30
point,564,584,8
point,675,853,36
point,765,624,2
point,164,719,20
point,221,641,46
point,45,559,48
point,30,815,32
point,259,537,11
point,219,38,21
point,278,935,7
point,663,455,4
point,755,392,39
point,291,551,25
point,880,615,40
point,533,259,34
point,113,649,43
point,508,712,27
point,198,790,20
point,376,727,16
point,462,59,49
point,257,645,46
point,133,947,37
point,715,715,29
point,8,19,47
point,492,976,15
point,763,578,2
point,972,551,26
point,28,957,37
point,141,616,46
point,898,58,33
point,231,176,13
point,704,382,39
point,691,560,4
point,146,821,32
point,340,542,25
point,338,372,14
point,1,395,24
point,376,250,18
point,771,992,10
point,509,449,44
point,0,118,47
point,901,421,26
point,505,899,15
point,90,338,5
point,349,35,49
point,807,271,0
point,284,969,7
point,968,337,9
point,415,243,34
point,318,203,18
point,871,781,35
point,772,435,39
point,212,79,21
point,683,819,36
point,892,11,33
point,65,589,48
point,540,61,38
point,905,846,35
point,227,294,28
point,974,380,9
point,616,981,10
point,754,225,0
point,324,696,16
point,224,745,20
point,354,493,25
point,162,508,45
point,712,986,10
point,679,147,17
point,213,663,46
point,88,457,45
point,499,418,30
point,290,288,28
point,361,985,41
point,673,785,36
point,65,266,1
point,962,633,40
point,511,64,38
point,727,715,29
point,429,964,41
point,934,288,9
point,272,793,3
point,61,861,32
point,203,91,21
point,798,585,2
point,717,884,10
point,813,871,23
point,746,865,23
point,69,129,47
point,402,157,18
point,631,922,10
point,539,486,44
point,189,237,13
point,163,862,7
point,235,900,7
point,190,389,5
point,699,992,10
point,328,465,25
point,993,73,33
point,784,525,2
point,836,868,23
point,861,947,12
point,991,114,22
point,755,568,2
point,419,127,49
point,495,419,30
point,371,435,25
point,311,173,18
point,121,673,43
point,778,242,0
point,626,737,36
point,399,563,25
point,658,82,6
point,424,783,27
point,595,416,42
point,946,991,12
point,367,49,49
point,168,507,45
point,774,688,19
point,780,193,0
point,526,1,38
point,609,323,42
point,639,207,17
point,389,876,41
point,488,196,34
point,745,729,29
point,795,458,39
point,606,849,36
point,536,643,8
point,92,735,43
point,993,645,40
point,568,145,38
point,223,854,7
point,761,383,39
point,781,792,23
point,494,585,31
point,108,452,45
point,310,949,41
point,849,13,33
point,889,423,26
point,451,177,34
point,453,70,49
point,151,811,32
point,141,25,47
point,20,28,47
point,399,881,41
point,527,740,27
point,176,270,28
point,684,303,42
point,45,309,24
point,897,685,40
point,840,554,2
point,938,376,9
point,309,863,3
point,536,325,30
point,485,780,27
point,197,672,46
point,154,148,13
point,660,542,4
point,124,881,32
point,751,768,19
point,671,408,4
point,784,257,0
point,958,69,33
point,250,268,28
point,591,928,15
point,151,561,46
point,784,557,2
point,126,601,48
point,13,844,32
point,766,251,0
point,278,863,3
point,341,606,16
point,423,256,34
point,403,492,25
point,593,276,42
point,510,722,27
point,549,341,42
point,23,673,43
point,737,366,39
point,29,18,47
point,342,587,16
point,640,145,17
point,91,622,48
point,372,342,14
point,820,714,19
point,103,838,32
point,642,158,17
point,789,556,2
point,908,780,35
point,583,552,44
point,521,868,15
point,648,624,8
point,168,82,21
point,120,44,47
point,809,27,6
point,918,748,35
point,419,383,30
point,129,117,13
point,778,719,19
point,127,156,13
point,428,425,30
point,246,739,20
point,149,471,45
point,986,528,26
point,916,69,33
point,914,92,33
point,435,699,27
point,279,857,3
point,257,55,21
point,914,662,40
point,895,403,9
point,18,591,48
point,504,804,27
point,503,140,34
point,235,292,28
point,54,450,45
point,441,627,31
point,113,0,47
point,766,42,6
point,447,928,41
point,364,462,25
point,149,226,13
point,924,87,33
point,677,325,42
point,224,253,28
point,209,52,21
point,562,675,8
point,770,853,23
point,147,244,13
point,468,818,27
point,331,854,3
point,839,588,2
point,909,12,33
point,440,760,27
point,909,667,40
point,444,156,34
point,527,436,44
point,569,732,8
point,964,161,22
point,270,734,20
point,607,108,38
point,943,432,26
point,942,365,9
point,72,986,37
point,996,535,26
point,228,777,20
point,66,150,1
point,682,175,17
point,856,61,33
point,514,333,30
point,278,519,11
point,159,240,13
point,264,839,3
point,230,616,46
point,642,680,29
point,479,851,27
point,218,389,11
point,29,168,1
point,169,377,5
point,717,289,0
point,985,130,22
point,756,163,0
point,81,400,24
point,722,694,29
point,55,265,1
point,602,728,36
point,147,503,45
point,726,391,39
point,520,39,38
point,383,785,3
point,484,554,31
point,860,232,0
point,233,374,11
point,571,427,44
point,342,861,3
point,804,848,23
point,374,84,49
point,969,880,35
point,376,959,41
point,273,624,46
point,826,357,39
point,787,54,6
point,663,831,36
point,939,877,35
point,209,365,5
point,593,297,42
point,259,967,7
point,881,692,19
point,690,730,29
point,103,491,45
point,863,249,0
point,537,536,44
point,242,92,21
point,178,758,20
point,318,236,18
point,650,309,42
point,211,777,20
point,305,739,3
point,119,744,43
point,684,18,6
point,788,129,6
point,54,151,1
point,699,822,36
point,542,182,34
point,32,399,24
point,944,684,40
point,34,372,24
point,811,219,0
point,152,307,5
point,133,478,45
point,814,923,23
point,401,382,14
point,694,3,6
point,106,148,13
point,633,818,36
point,531,432,44
point,197,966,7
point,434,141,49
point,3,612,48
point,26,152,1
point,482,869,15
point,966,246,22
point,339,972,41
point,820,122,6
point,84,770,32
point,484,686,31
point,83,600,48
point,479,913,15
point,518,456,44
point,15,725,43
point,864,991,12
point,411,439,25
point,586,769,36
point,443,130,49
point,864,890,12
point,742,51,6
point,438,782,27
point,21,689,43
point,480,89,38
point,323,54,49
point,507,468,44
point,765,404,39
point,695,862,10
point,813,633,2
point,735,770,29
point,706,158,17
point,484,303,30
point,714,480,4
point,767,919,10
point,486,586,31
point,90,695,43
point,536,892,15
point,595,842,36
point,677,108,6
point,580,391,42
point,562,619,8
point,436,161,34
point,400,455,25
point,964,939,12
point,157,415,5
point,908,318,9
point,934,503,26
point,679,264,17
point,534,46,38
point,249,269,28
point,63,84,47
point,993,729,35
point,74,950,37
point,488,116,38
point,792,451,39
point,566,226,34
point,23,916,37
point,130,35,47
point,27,443,24
point,246,842,7
point,630,865,36
point,704,308,42
point,964,8,33
point,947,129,22
point,504,215,34
point,168,109,13
point,937,602,40
point,973,223,22
point,528,672,8
point,412,312,14
point,964,851,35
point,846,841,23
point,855,6,33
point,576,17,38
point,652,267,42
point,700,104,6
point,408,935,41
point,558,746,27
point,254,588,46
point,507,760,27
point,533,517,44
point,906,570,40
point,847,853,23
point,612,637,8
point,401,315,14
point,727,701,29
point,97,828,32
point,309,488,25
point,457,181,34
point,436,935,41
point,926,660,40
point,507,582,31
point,750,450,39
point,730,212,0
point,340,412,14
point,367,547,25
point,996,306,9
point,785,867,23
point,527,0,38
point,267,665,16
point,988,498,26
point,610,937,15
point,4,853,32
point,342,222,18
point,47,425,24
point,790,483,2
point,560,683,8
point,544,295,42
point,597,30,38
point,818,407,39
point,583,87,38
point,513,860,15
point,685,248,17
point,656,3,6
point,347,386,14
point,463,86,49
point,459,947,41
point,185,435,11
point,635,61,38
point,374,325,14
point,848,931,12
point,20,307,24
point,156,59,21
point,501,947,15
point,712,457,4
point,839,135,33
point,774,421,39
point,701,188,17
point,18,885,37
point,585,823,36
point,955,147,22
point,589,5,38
point,21,294,1
point,836,772,19
point,579,441,44
point,986,911,12
point,786,755,19
point,916,961,12
point,88,10,47
point,558,282,42
point,301,637,16
point,9,117,47
point,190,972,7
point,312,371,14
point,884,258,22
point,443,563,31
point,531,3,38
point,693,200,17
point,326,654,16
point,301,438,11
point,75,653,43
point,717,688,29
point,280,199,18
point,136,144,13
point,197,383,5
point,921,723,35
point,919,77,33
point,636,759,36
point,489,198,34
point,592,752,36
point,131,504,45
point,541,365,30
point,166,834,32
point,155,906,7
point,172,164,13
point,450,870,41
point,12,415,24
point,777,465,39
point,880,14,33
point,833,643,19
point,255,420,11
point,630,409,42
point,518,93,38
point,418,626,31
point,245,479,11
point,358,75,49
point,149,728,20
point,531,509,44
point,860,761,19
point,242,558,46
point,225,501,11
point,464,0,49
point,429,126,49
point,107,525,45
point,953,952,12
point,458,85,49
point,746,929,10
point,150,137,13
point,543,108,38
point,841,984,12
point,865,95,33
point,456,687,31
point,311,84,21
point,275,480,11
point,620,670,8
point,77,546,48
point,307,686,16
point,180,280,28
point,224,235,28
point,155,608,46
point,403,495,25
point,336,319,14
point,556,6,38
point,695,529,4
point,891,194,22
point,693,904,10
point,565,161,17
point,524,570,31
point,852,945,12
point,239,224,28
point,79,231,1
point,415,144,49
point,778,193,0
point,613,627,8
point,247,718,20
point,586,925,15
point,171,892,7
point,119,690,43
point,312,951,41
point,700,535,4
point,386,897,41
point,726,357,39
point,422,6,49
point,694,727,29
point,561,920,15
point,288,676,16
point,70,667,43
point,939,496,26
point,743,224,0
point,255,103,21
point,375,397,14
point,765,591,2
point,588,919,15
point,259,783,20
point,900,117,33
point,812,227,0
point,421,849,41
point,166,236,13
point,436,595,31
point,148,131,13
point,897,368,9
point,750,581,2
point,294,515,25
point,54,845,32
point,367,76,49
point,975,187,22
point,617,592,8
point,119,679,43
point,877,491,26
point,860,876,23
point,655,31,6
point,957,548,26
point,21,792,32
point,589,657,8
point,69,77,47
point,260,205,18
point,457,682,31
point,453,403,30
point,21,235,1
point,811,694,19
point,568,960,15
point,605,893,15
point,421,39,49
point,975,541,26
point,9,723,43
point,559,251,34
point,95,460,45
point,54,947,37
point,580,790,36
point,867,943,12
point,237,505,11
point,454,823,27
point,232,783,20
point,251,46,21
point,981,604,40
point,199,171,13
point,725,234,0
point,185,132,13
point,881,20,33
point,378,817,3
point,474,937,15
point,624,53,38
point,184,439,11
point,660,309,42
point,516,637,31
point,107,926,37
point,108,331,5
point,451,819,27
point,632,811,36
point,75,318,24
point,594,536,44
point,11,474,45
point,365,171,18
point,970,287,9
point,273,506,11
point,74,15,47
point,419,59,49
point,613,71,38
point,565,127,38
point,443,345,30
point,704,886,10
point,918,621,40
point,762,467,39
point,923,41,33
point,450,101,49
point,624,419,42
point,853,107,33
point,394,177,18
point,538,515,44
point,491,594,31
point,429,371,30
point,463,643,31
point,79,175,1
point,304,585,16
point,923,230,22
point,398,416,30
point,374,983,41
point,745,624,29
point,870,462,26
point,480,447,44
point,321,890,41
point,207,400,11
point,527,469,44
point,878,498,26
point,291,353,14
point,534,47,38
point,700,998,10
point,882,968,12
point,977,423,26
point,512,314,30
point,706,346,39
point,687,527,4
point,335,905,41
point,955,998,12
point,663,947,10
point,287,790,3
point,423,376,30
point,869,13,33
point,538,352,30
point,877,883,12
point,703,691,29
point,373,463,25
point,461,435,30
point,964,328,9
point,594,538,44
point,171,244,13
point,503,986,15
point,218,128,21
point,528,359,30
point,292,455,11
point,187,739,20
point,743,360,39
point,934,650,40
point,22,213,1
point,71,406,24
point,363,832,3
point,6,128,47
point,110,322,5
point,944,201,22
point,315,49,21
point,328,125,18
point,768,743,19
point,87,707,43
point,765,189,0
point,676,513,4
point,721,74,6
point,126,363,5
point,965,216,22
point,927,463,26
point,657,242,17
point,566,434,44
point,112,391,5
point,152,253,13
point,567,294,42
point,464,25,49
point,362,905,41
point,23,645,48
point,293,25,21
point,528,739,27
point,869,776,19
point,851,58,33
point,369,952,41
point,278,241,28
point,10,321,24
point,261,865,7
point,229,559,46
point,93,51,47
point,592,177,17
point,491,798,27
point,105,282,5
point,564,140,38
point,521,974,15
point,125,466,45
point,477,299,30
point,49,997,37
point,76,399,24
point,199,354,5
point,626,427,4
point,211,608,46
point,360,422,25
point,386,13,49
point,379,358,14
point,836,885,23
point,734,251,0
point,50,934,37
point,865,145,22
point,184,991,7
point,560,760,36
point,120,584,48
point,88,909,37
point,457,229,34
point,569,886,15
point,239,945,7
point,619,989,10
point,992,869,35
point,378,642,16
point,803,546,2
point,986,839,35
point,412,524,25
point,998,767,35
point,294,618,16
point,597,447,44
point,708,569,4
point,323,840,3
point,489,530,44
point,38,102,47
point,137,461,45
point,184,285,28
point,797,773,19
point,786,92,6
point,572,943,15
point,93,895,37
point,679,321,42
point,472,911,15
point,535,190,34
point,226,739,20
point,570,186,17
point,349,164,18
point,530,464,44
point,864,373,9
point,429,769,27
point,907,273,9
point,830,360,39
point,579,983,15
point,915,403,9
point,157,313,5
point,244,35,21
point,752,664,29
point,985,804,35
point,219,555,46
point,506,65,38
point,392,669,16
point,369,989,41
point,520,917,15
point,561,28,38
point,567,15,38
point,192,394,5
point,423,740,27
point,838,164,0
point,489,625,31
point,762,60,6
point,354,579,25
point,926,284,9
point,615,36,38
point,144,47,47
point,20,775,32
point,104,756,43
point,336,999,41
point,407,269,14
point,498,928,15
point,707,286,0
point,56,11,47
point,465,250,34
point,570,518,44
point,300,163,18
point,606,646,8
point,920,35,33
point,735,454,4
point,15,577,48
point,750,151,6
point,581,40,38
point,232,8,21
point,921,820,35
point,213,28,21
point,572,537,44
point,450,217,34
point,745,758,19
point,855,240,0
point,908,423,26
point,975,770,35
point,362,204,18
point,201,895,7
point,554,445,44
point,770,0,6
point,533,500,44
point,809,617,2
point,750,74,6
point,357,849,3
point,185,670,46
point,745,705,29
point,436,922,41
point,846,521,2
point,890,458,26
point,347,940,41
point,494,558,31
point,878,71,33
point,98,108,47
point,739,791,23
point,518,195,34
point,560,491,44
point,765,275,0
point,945,265,22
point,821,226,0
point,244,72,21
point,927,209,22
point,394,189,18
point,127,133,13
point,796,917,23
point,165,92,21
point,715,753,29
point,553,205,34
point,491,284,34
point,590,620,8
point,495,430,30
point,975,640,40
point,646,458,4
point,905,876,12
point,670,826,36
point,384,901,41
point,868,251,0
point,82,798,32
point,370,67,49
point,910,216,22
point,249,197,28
point,246,154,13
point,631,747,36
point,285,333,28
point,155,147,13
point,247,335,28
point,888,267,9
point,781,467,39
point,107,344,5
point,271,127,21
point,243,383,11
point,281,93,21
point,641,734,36
point,796,245,0
point,382,866,41
point,351,538,25
point,149,795,20
point,558,650,8
point,128,88,47
point,266,417,11
point,851,175,22
point,815,914,23
point,831,906,23
point,30,664,43
point,145,832,32
point,116,318,5
point,241,790,20
point,524,711,27
point,108,654,43
point,605,695,8
point,495,290,34
point,947,482,26
point,530,103,38
point,434,979,41
point,111,678,43
point,404,65,49
point,985,296,9
point,700,779,36
point,875,201,22
point,728,847,23
point,720,780,36
point,485,81,38
point,802,669,19
point,902,454,26
point,830,406,39
point,320,351,14
point,206,619,46
point,444,346,30
point,172,254,13
point,829,429,39
point,127,291,5
point,912,167,22
point,406,605,31
point,867,576,2
point,65,766,32
point,696,350,42
point,393,79,49
point,195,511,11
point,500,436,44
point,803,549,2
point,967,139,22
point,303,115,18
point,999,199,22
point,282,710,16
point,403,397,30
point,802,568,2
point,618,356,42
point,119,798,32
point,390,239,18
point,326,895,41
point,478,597,31
point,726,321,39
point,312,399,14
point,958,118,22
point,530,720,27
point,995,203,22
point,707,630,29
point,351,29,49
point,204,645,46
point,382,28,49
point,670,586,4
point,993,150,22
point,942,733,35
point,97,260,1
point,548,477,44
point,385,498,25
point,220,914,7
point,731,61,6
point,111,413,45
point,264,736,20
point,661,188,17
point,911,870,35
point,482,505,44
point,546,538,44
point,295,328,14
point,665,901,10
point,490,576,31
point,866,772,19
point,819,409,39
point,706,748,29
point,739,939,10
point,245,754,20
point,324,772,3
point,269,110,21
point,43,731,43
point,569,602,8
point,632,831,36
point,969,356,9
point,741,259,0
point,481,915,15
point,940,183,22
point,295,811,3
point,653,965,10
point,123,226,13
point,490,800,27
point,417,540,25
point,148,274,5
point,373,691,16
point,809,479,2
point,335,313,14
point,117,230,13
point,302,510,25
point,755,224,0
point,882,731,19
point,355,238,18
point,995,591,40
point,237,569,46
point,480,612,31
point,900,177,22
point,933,317,9
point,183,466,11
point,255,779,20
point,29,321,24
point,716,605,29
point,338,371,14
point,792,25,6
point,45,136,47
point,71,480,45
point,215,612,46
point,17,78,47
point,201,606,46
point,741,832,23
point,227,983,7
point,964,305,9
point,993,500,26
point,72,435,45
point,851,352,9
point,734,417,39
point,943,729,35
point,249,610,46
point,184,571,46
point,571,973,15
point,851,867,23
point,436,90,49
point,146,58,47
point,79,204,1
point,571,500,44
point,19,910,37
point,493,407,30
point,939,798,35
point,620,642,8
point,936,540,26
point,288,450,11
point,724,305,0
point,971,6,33
point,101,230,1
point,720,138,6
point,36,789,32
point,935,473,26
point,353,289,14
point,784,523,2
point,487,289,34
point,616,511,4
point,545,983,15
point,257,532,11
point,679,856,36
point,189,478,11
point,154,402,5
point,313,93,21
point,562,268,42
point,937,332,9
point,135,521,45
point,269,445,11
point,776,39,6
point,799,995,12
point,13,201,1
point,32,417,24
point,57,800,32
point,645,70,6
point,46,11,47
point,8,161,1
point,517,911,15
point,453,233,34
point,872,152,22
point,969,290,9
point,535,648,8
point,613,364,42
point,316,915,41
point,402,376,14
point,890,561,26
point,694,765,36
point,732,888,10
point,133,405,5
point,263,957,7
point,700,450,4
point,284,6,21
point,749,301,0
point,45,192,1
point,917,390,9
point,10,977,37
point,504,576,31
point,57,539,48
point,771,583,2
point,614,714,8
point,14,55,47
point,443,316,30
point,992,849,35
point,380,956,41
point,955,399,9
point,615,937,15
point,833,629,2
point,405,610,31
point,740,327,39
point,285,295,28
point,307,941,41
point,696,855,10
point,127,306,5
point,812,824,23
point,496,212,34
point,651,537,4
point,128,745,43
point,575,579,8
point,611,313,42
point,142,961,37
point,824,418,39
point,288,75,21
point,63,922,37
point,279,525,11
point,669,930,10
point,145,769,20
point,714,98,6
point,570,909,15
point,122,922,37
point,178,676,46
point,502,74,38
point,861,353,9
point,442,406,30
point,395,82,49
point,632,210,17
point,572,978,15
point,69,88,47
point,689,197,17
point,236,276,28
point,945,552,26
point,302,91,21
point,363,671,16
point,328,831,3
point,664,799,36
point,966,231,22
point,771,95,6
point,226,435,11
point,779,447,39
point,758,139,6
point,572,187,17
point,75,601,48
point,419,38,49
point,959,510,26
point,719,373,39
point,100,401,24
point,528,259,34
point,738,651,29
point,779,372,39
point,191,177,13
point,661,765,36
point,368,167,18
point,797,747,19
point,466,791,27
point,625,41,38
point,541,214,34
point,183,517,11
point,602,745,36
point,26,263,1
point,943,917,12
point,418,183,34
point,246,914,7
point,428,607,31
point,137,925,37
point,385,679,16
point,431,779,27
point,858,749,19
point,764,35,6
point,840,602,2
point,528,302,30
point,803,449,39
point,436,260,34
point,564,217,34
point,87,397,24
point,845,412,39
point,649,539,4
point,430,45,49
point,247,475,11
point,898,746,35
point,507,836,27
point,233,704,20
point,524,116,38
point,205,646,46
point,94,97,47
point,34,48,47
point,844,635,40
point,112,360,5
point,459,69,49
point,707,732,29
point,380,538,25
point,211,515,11
point,776,864,23
point,722,99,6
point,377,427,25
point,571,827,36
point,658,31,6
point,7,173,1
point,809,132,6
point,149,663,43
point,821,657,19
point,47,138,47
point,172,501,45
point,593,433,44
point,47,109,47
point,848,259,0
point,956,164,22
point,143,745,20
point,231,283,28
point,84,35,47
point,368,126,18
point,905,505,26
point,705,221,17
point,903,535,26
point,852,166,22
point,119,23,47
point,756,458,39
point,350,901,41
point,424,864,41
point,505,211,34
point,110,747,43
point,889,661,40
point,763,926,10
point,950,964,12
point,193,805,20
point,393,234,18
point,992,938,12
point,156,486,45
point,167,516,45
point,310,475,25
point,462,321,30
point,239,789,20
point,678,261,17
point,332,833,3
point,756,658,29
point,721,453,4
point,782,160,0
point,571,624,8
point,147,300,5
point,387,299,14
point,509,532,44
point,606,347,42
point,715,422,39
point,725,911,10
point,744,186,0
point,885,248,22
point,484,599,31
point,798,370,39
point,288,677,16
point,690,473,4
point,323,782,3
point,991,338,9
point,373,148,18
point,946,440,26
point,728,289,0
point,887,428,26
point,449,749,27
point,414,387,30
point,130,93,47
point,267,688,16
point,961,755,35
point,345,583,16
point,818,867,23
point,709,192,17
point,123,952,37
point,481,267,34
point,232,682,20
point,575,731,8
point,206,661,46
point,883,190,22
point,257,914,7
point,769,924,10
point,467,790,27
point,995,823,35
point,484,849,27
point,286,914,7
point,748,249,0
point,968,890,35
point,449,802,27
point,28,973,37
point,50,779,32
point,422,910,41
point,140,948,37
point,896,675,40
point,976,671,40
point,519,586,31
point,758,644,29
point,953,91,33
point,579,687,8
point,218,475,11
point,111,799,32
point,764,429,39
point,716,891,10
point,924,595,40
point,176,684,20
point,890,63,33
point,728,921,10
point,444,123,49
point,640,161,17
point,732,254,0
point,978,508,26
point,629,745,36
point,664,255,17
point,884,280,9
point,949,150,22
point,985,847,35
point,978,399,9
point,410,703,16
point,582,764,36
point,905,749,35
point,91,763,43
point,843,51,33
point,586,188,17
point,170,677,46
point,901,927,12
point,848,533,2
point,681,554,4
point,142,281,5
point,551,664,8
point,995,609,40
point,322,817,3
point,464,517,44
point,126,158,13
point,476,915,15
point,172,767,20
point,933,168,22
point,840,151,0
point,760,685,29
point,476,606,31
point,694,16,6
point,100,572,48
point,922,424,26
point,864,487,26
point,193,690,20
point,525,147,34
point,907,940,12
point,297,929,7
point,557,840,36
point,901,886,12
point,338,26,49
point,920,505,26
point,133,496,45
point,879,754,19
point,773,233,0
point,775,384,39
point,882,985,12
point,457,944,41
point,35,825,32
point,853,925,12
point,767,124,6
point,510,772,27
point,271,513,11
point,1,416,24
point,303,917,7
point,997,646,40
point,727,655,29
point,71,474,45
point,206,940,7
point,821,376,39
point,269,401,11
point,429,949,41
point,495,85,38
point,106,668,43
point,808,666,19
point,722,462,4
point,192,420,11
point,704,789,36
point,891,0,33
point,175,407,5
point,289,784,3
point,221,988,7
point,826,829,23
point,404,185,18
point,117,341,5
point,11,58,47
point,923,472,26
point,72,505,45
point,762,421,39
point,158,511,45
point,918,724,35
point,159,576,46
point,918,607,40
point,978,218,22
point,42,951,37
point,642,371,42
point,305,963,41
point,563,328,42
point,141,970,37
point,702,449,4
point,193,817,20
point,929,632,40
point,695,93,6
point,483,788,27
point,821,545,2
point,841,667,19
point,521,590,31
point,418,617,31
point,583,147,17
point,701,757,29
point,702,708,29
point,340,104,18
point,956,441,26
point,410,82,49
point,103,500,45
point,55,843,32
point,535,422,44
point,821,418,39
point,747,151,6
point,15,429,24
point,134,613,46
point,22,458,24
point,195,697,20
point,929,684,40
point,25,18,47
point,745,746,29
point,489,442,44
point,876,910,12
point,601,565,8
point,498,144,34
point,151,820,32
point,674,72,6
point,252,861,7
point,912,576,40
point,937,291,9
point,144,505,45
point,282,821,3
point,811,279,0
point,933,887,12
point,233,840,7
point,507,526,44
point,677,644,29
point,430,794,27
point,885,231,22
point,703,424,4
point,788,289,0
point,370,958,41
point,275,462,11
point,948,572,40
point,268,516,11
point,468,423,30
point,495,469,44
point,971,548,26
point,857,190,22
point,530,478,44
point,24,505,45
point,895,490,26
point,42,573,48
point,644,414,42
point,915,328,9
point,556,712,8
point,324,243,18
point,518,288,34
point,862,898,12
point,801,502,2
point,980,272,9
point,396,577,25
point,962,21,33
point,294,45,21
point,624,144,17
point,502,452,44
point,260,898,7
point,451,47,49
point,835,229,0
point,582,360,42
point,644,764,36
point,308,618,16
point,976,813,35
point,241,494,11
point,936,373,9
point,86,639,48
point,761,692,29
point,294,734,3
point,485,761,27
point,527,467,44
point,674,903,10
point,853,112,33
point,885,43,33
point,466,208,34
point,805,847,23
point,8,584,48
point,597,133,17
point,826,143,0
point,302,218,18
point,757,347,39
point,572,646,8
point,584,90,38
point,179,990,7
point,776,873,23
point,274,611,46
point,45,661,43
point,324,302,14
point,803,736,19
point,821,617,2
point,728,322,39
point,705,227,17
point,939,623,40
point,363,230,18
point,885,997,12
point,39,595,48
point,336,222,18
point,625,948,10
point,576,153,17
point,795,816,23
point,748,506,4
point,191,637,46
point,795,737,19
point,584,803,36
point,941,682,40
point,121,555,48
point,493,391,30
point,803,80,6
point,41,25,47
point,902,582,40
point,604,279,42
point,291,756,3
point,400,55,49
